OrigFdCd; OrigFdNm; EngFdNam; SciNam; EDIBLE; NCF; FACF; ENERC [kJ]; ENERC [kcal]; FAT [g]; FASAT [g]; FAMS [g]; FAPU [g]; FATRN [g]; CHOT [g]; CHO [g]; SUGAR [g]; FIBT [g]; PROT [g]; ASH [g]; NA [mg]; NACL [g]; WATER [g]
14; Palaèinka se zavaøeninou, trh; Palacinka, pancake (crape) with jam, retail; ; 1.00; 6.25; 0.956;842;199; 4.1; 0.70; 1.49; 1.73; ; 35.4; ; ; ; 5.2; 0.9;191; 0.5; 54.4
576; Pangasius dolnookı (Pangas), filety; Tra catfish, fillet, raw; Pangasius hypophthalmus; 1.00; 6.25; 0.700;347;82; 1.9; 0.55; 0.58; 0.16;0;0;0;0;0; 16.3; 0.8;27; 0.07; 82.0
641; Papaya melounová; Papaya, raw; Carica papaya; 0.72; 6.25; 0.800;169;49; 0.1;0;0;0;0; 10.1; 8.2; 8.2; 1.9; 0.6; 0.5;2; 0.01; 88.7
247; Paprika sterilovaná; Pepper, sterilized; ; 1.00; 6.25; 0.000;127;30; 0.2; ; ; ; ; 7.4; 5.4; ;2; 0.7; 0.4;291; 0.7; 91.3
988; Paprika zeleninová, bílá; Pepper, sweet, white, raw; Capsicum; 0.84; 6.25; 0.800;72;17; 0.2;0;0;0;0; 4.4; 2.1; 2.1; 2.3; 0.8; 0.4;0;0; 94.2
65; Paprika zeleninová, èervená; Pepper, sweet, green, raw; Capsicum annum L.; 0.83; 6.25; 0.800;124;29; 0.4; ; ; ; ; 6.0; 4.3; ; 1.7; 1.3; 0.6;5;0; 91.6
64; Paprika zeleninová, zelená; Pepper, sweet, red, raw; Capsicum annum L.; 0.84; 6.25; 0.800;87;21; 0.3; ; ; ; ; 4.6; 2.6; ; 2.0; 0.9; 0.4;6;0; 93.8
989; Paprika zeleninová, lutá; Pepper, sweet, yellow, raw; Capsicum; 0.88; 6.25; 0.800;98;23; 0.3;0;0;0;0; 4.7; 4.2; 3.7; 0.5; 0.7; 0.4;0;0; 93.9
963; Paprika, sušená; Pepper, dried; Capsicum; 1.00; 6.25; 0.800;1389;330; 5.1; 0.90; 0.24; 2.78;0; 71.3; 53.5; 53.4; 17.8; 8.7; 3.9;35; 0.09; 11.0
8; Párek v rohlíku, trh; Hot dog with mustard, retail; ; 1.00; 6.25; 0.953;1030;244; 10.1; 3.17; 4.97; 1.38; ; 28.9; ; ; ; 9.4; 1.4;422; 1.1; 50.2
312; Párky debrecínské; Frankfurters, debreciener; ; 0.98; 6.25; 0.000;1180;283; 24.0; ; ; ; ; 2.2; ; ;0; 15.2; 3.0;814; 2.0; 57.3
304; Párky drùbeí; Frankfurters, poultry; ; 0.98; 6.25; 0.000;1010;241; 19.2; 6.94; 7.35; 3.47; ; 3.8; 3.7; ;0; 13.9; 2.4;131; ; 60.7
314; Párky jemné; Frankfurters, fine; ; 0.98; 6.25; 0.000;1230;294; 26.8; ; ; ; ; 1.3; ; ;0; 12.9; 2.5;657; 1.6; 56.5
994; Párky spišské; Frankfurters, Spisske; ; 1.00; 6.25; 0.956;846;203; 13.3; 5.38; 5.71; 1.08; 0.04; 4.2; 4.2; 0.1; 0.0; 16.6; 3.2;876; 2.2; 62.7
642; Pastinák setı; Parsnip, raw; Pastinaca sativa; 0.83; 6.25; 0.800;280;67; 0.5;0;0;0;0; 17.4; 11.2; 11.0; 6.1; 1.3; 1.0;3; 0.01; 79.8
306; Paštika játrová; Pate, liver; ; 1.00; 6.25; 0.000;1310;312; 28.0; 9.57; 12.36; 3.16; ; 1.7; 1.7; ;0; 14.2; 2.2;970; ; 53.9
643; Patizon; Pattypan squash, raw; Cucurbita pepo; 0.68; 6.25; 0.800;66;16; 0.1;0;0;0;0; 4.2; 2.5; 2.3; 1.6; 0.4; 0.6;0;0; 94.7
66; Paitka; Chives, raw; Allium schoenoprasum L.; 1.00; 6.25; 0.800;131;31; 0.7; ; ; ; ; 5.1; 2.7; ; 2.3; 2.4; 1.1;6;0; 90.7
670; Pektin; Pectin; ; 1.00; 6.25; 0.956;1072;258; 0.6;0;0;0;0; 77.9; 26.9;0; 51.0; 10.9; 1.3;353; 0.88; 9.3
881; Perlièka celá, maso bez kùe; Guinea fowl, meat wihtout skin, raw; Numida meleagris; 0.47; 6.25; 0.945;446;106; 2.5; 0.71; 0.88; 0.69;0;0;0;0;0; 20.8; 1.1;69; 0.17; 74.4
882; Perlièka celá, maso s kùí; Guinea fowl, meat with skin, raw; Numida meleagris; 0.62; 6.25; 0.945;652;156; 8.3; 2.73; 3.07; 1.97;0;0;0;0;0; 20.3; 1.0;75; 0.19; 69.1
441; Permeát mléènı; Milk permeate; ; 1.00; 6.38; 0.945;32;8; 0.4; 0.38;0;0;0; 1.0; 1.0; 1.0;0;0; 0.1;15; 0.04; 98.5
67; Petrel, koøen; Parsley root, raw; Petroselinum crispum (Mill.) A. W. Hill; 0.66; 6.25; 0.800;222;53; 0.5; ; ; ; ; 11.5; 7.5; ; 4.0; 2.6; 1.3;38; 0.1; 84.1
68; Petrel, na; Parsley, leaf, raw; Petroselinum sativum Hoffmann; 0.72; 6.25; 0.800;226;54; 0.42; ; ; ; ; 10.3; 6.1; ; 4.2; 4.3; 1.8;33; 0.1; 83.2
644; Physalis, bobule; Physalis, berries, raw; Physalis; 5.00; 6.25; 0.800;295;71; 1.7; 0.14; 0.17; 1.12;0; 14.8; 9.0; 9.0; 5.8; 1.9; 1.3;1;0; 82.1
394; Piškoty dìtské; Sponge biscuits; ; 1.00; 6.25; 0.000;1660;392; 4.9; 1.4; ; ; ; 76.8; 75.0; 36.0; 1.8; 11.0; 0.7;50; 0.1; 6.6
425; Pivo svìtlé leák, 12 %; Beer, lager, light, 12%; ; 1.00; 6.25; 0.000;189;45;0;0;0;0; ; 4.2; 4.2; ;0; 0.5; 0.2;3;0; 91.0
374; Pivo svìtlé nealkoholické; Beer, light, low alcohol; ; 1.00; 6.25; 0.000;63;15;0;0;0;0; ; 2.8; 2.8; ;0; 0.1; 0.1;2;0; 96.5
375; Pivo svìtlé, vıèepní, 10 %; Beer, light, 10%; ; 1.00; 6.25; 0.000;160;38;0;0;0;0; ; 4.0; 4.0; ;0; 0.3; 0.2;3;0; 92.5
426; Pivo tmavé, leák, 12 %,; Beer, lager, dark, 12%; ; 1.00; 6.25; 0.000;190;45;0;0;0;0; ; 5.3; 5.3; ;0; 0.4; 0.2;3;0; 90.9
376; Pivo tmavé, vıèepní, 10 %; Beer, dark, 10%; ; 1.00; 6.25; 0.000;157;37;0;0;0;0; ; 4.3; 4.3; ;0; 0.3; 0.2;2;0; 92.5
359; Pizza Hawai, balená a mrazená, po MW úpravì; Pizza, Hawai, packed and frozen, treated in microvawe oven; ; 1.00; 6.25; 0.000;1050;249; 3.9; 2.20; 0.93; 0.23; ; 40.6; ; ; ; 12.9; 1.9;384; 1.0; 40.7
357; Pizza šunková, balená a mrazená, po MW úpravì; Pizza, ham, packed and frozen, treated in microvawe oven; ; 1.00; 6.25; 0.000;1040;246; 4.4; 1.92; 1.57; 0.49; ; 39.0; ; ; ; 12.5; 2.2;425; 1.1; 41.9
358; Pizza ampionová, balená a mrazená, po MW úpravì; Pizza, mushroom, packed and frozen, treated in microvawe oven; ; 1.00; 6.25; 0.000;954;225; 1.9; 0.65; 0.77; 0.31; ; 41.4; ; ; ; 10.6; 2.0;521; 1.3; 44.1
3; Placky bramborové, modelová receptura; Pancake from cooked potatoes, fried, model recipe; ; 1.00; 6.25; 0.956;986;235; 8.2; 1.18; 2.39; 4.29; 0.12; 34.1; 30.7; ; 3.5; 7.8; 3.2;730; 1.8; 46.7
812; Platıs obecnı velkı, maso bez kùe; European plaice, meat without skin, raw; Pleuronectes platessa; 0.57; 6.25; 0.700;288;68; 0.3; 0.06; 0.05; 0.04;0;0;0;0;0; 16.3; 1.0;98; 0.24; 81.5
813; Platıs obecnı velkı, maso s kùí; European plaice, meat with skin, raw; Pleuronectes platessa; 0.68; 6.25; 0.700;300;71; 0.4; 0.10; 0.12; 0.04;0;0;0;0;0; 16.8; 1.0;106; 0.26; 80.4
447; Podmáslí; Buttermilk; ; 1.00; 6.38; 0.945;170;40; 1.0; 0.85;0;0;0; 4.3; 4.3; 3.4;0; 3.5; 0.6;42; 0.11; 90.6
671; Podmáslí sušené; Milk, buttermilk, dried; ; 1.00; 6.25; 0.945;1645;389; 6.6; 3.77; 1.94; 0.23;0; 50.9; 50.9; 47.0;0; 31.4; 7.2;389; 0.97; 3.8
172; Pohanka - tatarka; Tartary buckwheat; Fagopyrum tataricum; 1.00; 6.25; 0.720;1400;332; 3.1; 0.49; 0.85; 0.89; ; 76.9; 54.4; ; 22.4; 10.5; 3.2;2;0; 6.4
169; Pohanka setá; Common buckwheat; Fagopyrum  esculentum; 1.00; 6.25; 0.720;1450;342; 2.9; 0.39; 0.84; 0.87; ; 69.3; 62.7; ; 6.6; 13.1; 2.1;3;0; 12.8
1000; Pohanka, loupaná, lámanka; Buckwheat, hulled, groats, raw; Fagopyrum esculentum; 1.00; 6.25; 0.720;1462;345; 2.1; 0.26; 0.58; 0.54;0; 72.7; 68.3; 0.9; 4.4; 11.1; 1.4;0;0; 12.7
1001; Pohanka, neloupaná; Buckwheat, unhulled; Fagopyrum; 1.00; 6.25; 0.720;1307;311; 2.3; 0.29; 0.65; 0.60;0; 73.5; 50.9; 0.9; 22.6; 10.3; 1.9;1;0; 12.0
1; Polévka bramborová, modelová receptura; Soup, potato, model recipe; ; 1.00; 6.25; 0.956;218;52; 2.7; 1.77; 0.63; 0.09; 0.04; 6.3; 4.7; 1.1; 1.6; 1.5; 1.2;305; 0.8; 88.4
932; Polníèek; Corn salad, raw; Valerianella locusta (L.) Laterr.; 1.00; 6.25; 0.800;79;19; 0.4;0;0;0;0; 2.8; 0.5; 0.1; 2.3; 2.2; 1.3;1;0; 93.3
645; Pomelo; Pomelo, raw; Citrus maxima; 0.43; 6.25; 0.800;170;40; 0.1;0;0;0;0; 9.2; 8.4; 7.0; 0.7; 0.9; 0.4;0;0; 89.4
862; Pomeranè, lyofilizovanı; Orange, lyophilized; Citrus sinensis; 1.00; 6.25; 0.800;1331;315; 1.1; 0.16; 0.26; 0.32;0; 79.3; 61.7; 57.3; 17.6; 5.9; 3.3;6; 0.02; 10.4
41; Pomeranèe; Oranges, raw; Citrus sinensis L. Pers.; 0.73; 6.25; 0.800;209;49; 0.2; 0.02; 0.05; 0.08; ; 12.0; 10.0; 7.3; 2.0; 0.9; 0.5;3;0; 86.4
69; Pórek; Leek, raw; Allium ampeloprasum L.; 0.63; 6.25; 0.800;136;32; 0.3; ; ; ; ; 6.6; 3.8; ; 2.8; 2.2; 0.9;17;0; 90.0
345; Prášek kakaovı; Cocoa powder; Theobroma; 1.00; 6.25; 0.956;1605;387; 20.6; 12.60; 6.47; 0.56;0; 43.10; 13.52; 1.11; 29.58; 22.1; 10.0;12; 0.03; 4.2
775; Prášek kakaovı, se sníenım obsahem tuku; Cocoa powder, low-fat; ; 1.00; 6.25; 0.956;1335;321; 10.9; 6.58; 3.48; 0.31;0; 47.5; 14.2; 0.7; 33.4; 25.0; 13.2;19; 0.05; 3.4
398; Prášek pudinkovı, kakaovı; Pudding powder, cocoa; ; 1.00; 6.25; 0.800;1520;362; 2.0; 1.1; 0.6; 0.1; ; 83.1; 82.9; ; 0.2; 2.0; 0.8;12;0; 12.1
399; Prášek pudinkovı, vanilkovı; Pudding powder, vanilla; ; 1.00; 6.25; 0.800;1480;353; 0.1; ; ; ; ; 86.5; 86.3; ; 0.2; 0.4; 0.3;8;0; 12.7
168; Proso; Common millet; Panicum miliaceum; 1.00; 5.83; 0.720;1570;372; 4.4; 0.37; 0.76; 2.04; ; 71.2; 67.7; ; 3.5; 13.6; 1.3;1;0; 9.5
396; Protlak rajèatovı; Tomato puree; ; 1.00; 6.25; 0.800;427;101; 0.5;0;0; 0.17; ; 22.9; 20.3; ; 2.6; 2.5; 2.2;59; 0.4; 71.9
391; Prsty rybí, pøedsmaené, zmrazené; Fish fingers, prefried, frozen; ; 1.00; 6.25; 0.000;829;198; 8.3; 3.4; 3.4; 1.3; ; 18.0; 17.4; 0.8; 0.6; 13.0; 1.7;235; 0.6; 59.0
329; Pstruh duhovı; Trout, rainbow, raw; Oncorhynchus mykiss (Salmo irideus); 0.52; 6.25; 0.000;671;160; 9.6; 2.11; 2.76; 3.15; ;0;0;0;0; 18.6; 1.2;52; 0.1; 70.6
816; Pstruh duhovı (lososovitı, rùovoması), maso s kùí; Rainbow trout (pink flesh), meat with skin, raw; Oncorhynchus mykiss; 0.77; 6.25; 0.700;428;102; 3.1; 0.45; 0.83; 0.78;0;0;0;0;0; 18.4; 1.3;47; 0.12; 74.2
1004; Pstruh duhovı, maso s kùí; Rainbow trout, meat with skin, raw; Oncorhynchus mykiss; 0.79; 6.25; 0.700;539;128; 5.1; 0.72; 1.41; 1.31;0;0;0;0;0; 20.6; 1.4;50; 0.13; 73.1
815; Pstruh duhovı, uzenı, maso bez kùe; Rainbow trout, meat without skin, smoked; Oncorhynchus mykiss; 0.77; 6.25; 0.900;593;141; 5.6; 0.81; 2.57; 1.30;0;0;0;0;0; 22.7; 3.6;983; 2.46; 66.8
825; Psyllium drcené; Psyllium, ground; Plantago psyllium; 1.00; 6.25; 0.820;749;186; 0.7; 0.10; 0.13; 0.24;0; 86.7; 1.2;0; 85.5; 1.1; 2.6;68; 0.17; 8.9
167; Pšenice dvouzrnka; Emmer wheat; Triticum dicoccum; 1.00; 5.83; 0.720;1530;362; 3.9; 0.51; 0.67; 1.61; ; 69.5; 60.6; ; 8.9; 16.6; 2.1;2;0; 8.0
166; Pšenice jednozrnka; Einkorn wheat; Triticum monococcum; 1.00; 5.83; 0.720;1480;351; 3.6; 0.39; 0.70; 1.48; ; 66.3; 57.6; ; 8.7; 17.6; 2.1;3;0; 10.5
176; Pšenice ozimá; Common wheat or winter wheat; Triticum aestivum; 1.00; 5.83; 0.720;1470;349; 2.9; 0.35; 0.39; 1.34; ; 74.6; 59.9; ; 14.7; 13.4; 1.8;2;0; 7.3
668; Quinoa, semena; Quinoa seeds; Chenopodium quinoa; 1.00; 6.25; 0.956;1470;349; 6.1; 0.77; 1.86; 3.17;0; 68.4; 54.1; 1.1; 14.2; 12.4; 2.2;3; 0.01; 10.9
70; Rajèata; Tomato, raw; Lycopersicon esculentum Mill.; 0.93; 6.25; 0.800;88;21; 0.2; ; ; ; ; 4.7; 3.1; ; 1.6; 0.9; 0.5;7;0; 93.7
646; Rajèata cherry; Cherry tomatoes, raw; Solanum lycopersicum; 1.00; 6.25; 0.800;108;26; 0.6;0;0;0;0; 5.0; 2.7; 1.9; 2.3; 1.4; 0.7;3; 0.01; 92.3
933; Rakytník; Seaberry, raw; Hippophae rhamnoides; 1.00; 6.25; 0.800;340;82; 3.8; 1.10; 1.02; 0.65;0; 11.0; 8.1; 4.0; 2.9; 2.3; 0.4;11; 0.03; 82.5
749; Rakytník sušenı; Sea Buckthorn, dried; Hippophae rhamnoides L.; 1.00; 6.25; 0.800;1550;374; 16.7; 5.41; 8.79; 1.79;0; 64.9; 24.1; 0.8; 40.8; 11.4; 2.3;78; 0.19; 4.6
489; Rebarbora; Rhubarb, raw; Rheum rhabarbarum; 0.66; 6.25; 0.800;63;15;0;0;0;0;0; 4.4; 1.5; 0.6; 2.9; 0.9; 1.3;2; 0.01; 93.4
442; Retentát mléènı; Milk retentate; ; 1.00; 6.38; 0.945;137;33; 0.6; 0.28; 0.19;0;0; 1.1; 1.1; 1.1;0; 5.7; 0.6;19; 0.05; 92.0
196; Rohlík bílı; Roll, wheat, white; ; 1.00; 6.25; 0.000;1490;351; 1.4; ; ; ; ; 73.1; ; ; ; 11.4; 2.1;603; 1.5; 12.0
424; Rohlík sójovı; Roll, soy; ; 1.00; 6.25; 0.000;1240;293; 2.7; 0.52; 0.70; 0.58;0; 63.1; 57.5; 3.7; 5.6; 6.8; 1.1;475; 1.2; 26.3
174; Rosièka; Hairy crabgrass; Digitaria sanguinalis; 1.00; 6.25; 0.720;1488;353; 5.1; 0.64; 1.18; 1.81; ; 70.7; 56.8; ; 13.9; 13.1; 5.3;3;0; 6.0
47; Rozinky bez jadérek; Raisins, seedless; Vitis spp.; 1.00; 6.25; 0.660;1384;326; 0.5; 0.05; 0.05; 0.04; ; 79.2; 75.5; 58.0; 3.7; 3.1; 1.9;11;0; 15.4
48; Rozinky s jadérky; Raisins, seeded; Vitis spp.; 1.00; 6.25; 0.800;1330;315; 0.5; ; ; ; ; 78.5; 71.7; ; 6.8; 2.5; 1.9;28;0; 16.6
1003; Rozinky sultánky; Raisins, Sultanas; Vitis vinifera; 1.00; 6.25; 0.800;1486;350; 0.9; 0.14; 0.15; 0.40;0; 84.3; 79.3; 73.2; 4.6; 3.6; 2.8;19; 0.05; 8.4
648; Rukola; Rucola, raw; Eruca sativa; 1.00; 6.25; 0.800;74;18; 0.3;0;0;0;0; 2.1;0;0; 2.1; 2.7; 1.8;60; 0.15; 93.1
750; Rybíz bílı; Currants, white; Ribes rubrum; 0.97; 6.25; 0.800;218;52; 1.1; 0.11; 0.16; 0.52;0; 12.8; 6.2; 5.3; 6.7; 1.1; 0.6;0;0; 84.4
42; Rybíz èernı; Currants, black, raw; Ribes nigrum L.; 0.98; 6.25; 0.800;258;62; 0.3; 0.03; 0.01; 0.10; ; 16.4; 10.6; 7.5; 5.8; 1.2; 0.8;5;0; 81.3
965; Rybíz èernı, lyofilizovanı; Black currant, lyophilized; Ribes nigrum; 1.00; 6.25; 0.800;1400;333; 4.0; 0.29; 0.60; 1.76;0; 80.2; 56.8; 41.6; 23.4; 5.8; 2.5;1;0; 7.5
43; Rybíz èervenı; Currants, red, raw; Ribes rubrum L.; 0.88; 6.25; 0.800;205;49; 0.2; 0.04; 0.03; 0.07; ; 13.4; 8.0; 4.9; 5.4; 1.1; 0.6;4;0; 84.7
966; Rybíz èervenı, lyofilizovanı; Red currant, lyophilized; Ribes rubrum; 1.00; 6.25; 0.800;1282;306; 3.3; 0.20; 0.49; 1.73;0; 78.6; 50.0; 40.1; 28.6; 4.7; 5.4;0;0; 8.0
181; Rıe loupaná; Rice, white, raw; Oryza sativa L.; 1.00; 5.95; 0.820;1489;351; 0.4; ; ; ; ; 80.4; 78.7; ; 1.7; 7.2; 0.5;1;0; 11.5
504; Rıe loupaná, dušená v nesolené vodì; Rice, white, boiled in unsalted water; ; 1.00; 5.95; 0.000;597;141; 0.2; ; ; ; ; 32.4; 31.8; ; 0.6; 2.6; 0.1; ; ; 64.7
182; Rıe neloupaná (natural); Rice, brown (natural), raw; Oryza sativa L.; 1.00; 5.95; 0.820;1500;354; 2.6; ; ; ; ; 75.3; 72.8; ; 2.5; 8.7; 1.1; ; ; 12.3
505; Rıe neloupaná (natural), dušená v nesolené vodì; Rice, brown (natural), boiled in unsalted water; ; 1.00; 5.95; 0.000;691;163; 1.2; ; ; ; ; 35.0; 33.9; ; 1.1; 3.6; 0.5; ; ; 59.7
979; Øasa moøská Arame; Seaweed Arame; Phaeophyceae, Fucophyceae; 1.00; 6.25; 0.800;789;194; 2.1; 1.02; 0.57; 0.08;0; 69.4; 0.5;0; 68.9; 9.0; 10.4;1030; 2.58; 9.1
980; Øasa moøská Dulse; Seaweed Dulse; Phaeophyceae, Fucophyceae; 1.00; 6.25; 0.800;860;207; 0.9; 0.33; 0.23; 0.05;0; 56.8; 22.9;0; 33.9; 9.7; 23.2;1646; 4.12; 9.4
978; Øasa moøská Kombu; Seaweed Kombu; Phaeophyceae, Fucophyceae; 1.00; 6.25; 0.800;765;185; 1.6; 0.48; 0.41; 0.13;0; 52.5; 17.6;0; 34.9; 7.5; 29.2;2815; 7.04; 9.2
491; Øedkev bílá; Radish, white, raw; Raphanus sativus; 0.77; 6.25; 0.800;83;20; 0.1; 0.03; 0.02; 0.08; ; 4.2; 2.6; 2.5; 1.6; 1.3; 0.9;30; 0.08; 93.5
71; Øedkvièka; Radish, raw; Raphanus sativus L. var. radicula DC.; 0.65; 6.25; 0.800;45;11;0;0;0;0;0; 2.6; 1.6; 1.6; 1.0; 0.6; 0.5;10; 0.03; 96.2
72; Øepa èervená; Beet, red, raw; Beta vulgaris L. subsp. esculenta; 0.78; 6.25; 0.800;166;39; 0.2; ; ; ; ; 8.9; 7.2; ; 1.7; 1.3; 0.8;45; 0.1; 88.8
967; Øepa èervená, lyofilizovaná; Red beet, lyophilized; Beta vulgaris var. Vulgaris; 1.00; 6.25; 0.800;1305;310; 0.7;0;0;0;0; 74.9; 52.6; 52.4; 22.3; 12.2; 6.3;143; 0.36; 5.9
722; Sádlo kanèí; Wild boar, fat, raw; Sus scrofa; 1.00; 6.25; 0.953;2633;640; 67.7; 16.77; 23.10; 23.51;0;0;0;0;0; 7.6; 0.4;30; 0.08; 24.4
82; Sádlo vepøové; Lard; ; 1.00; 6.25; 0.930;3690;896; 99.5; ; ; ; ;0;0;0;0; 0.2; 0.1;2;0; 0.2
303; Salám drùbeí; Sausage, poultry; ; 1.00; 6.25; 0.000;663;158; 8.9; ; ; ; ; 1.3; ; ; ; 18.3; 2.7;131; ; 68.1
309; Salám loveckı; Salami, Lovecky salam, long-keeping fermented meat product; ; 0.99; 6.25; 0.000;1780;425; 35.4; ; ; ; ; 0.2; 0.2; ;0; 27.4; 5.6;1291; ; 27.8
310; Salám šunkovı; Sausage, ham; ; 0.98; 6.25; 0.000;848;202; 14.6; ; ; ; ; 0.1; 0.1; ;0; 18.0; 3.3;1310; ; 65.6
987; Salát bramborovı, modelová receptura; Salad, potato, modelová receptura; ; 1.00; 6.25; 0.956;907;219; 18.9; 1.98; 5.00; 10.02;0; 11.3; 9.6; 3.8; 1.7; 1.8; 2.0;448; 1.12; 66.0
15; Salát bramborovı, trh; Salad, potato, retail; ; 1.00; 6.25; 0.956;655;157; 10.8; 0.87; 6.34; 3.08; ; 13.2; ; ; ; 1.8; 0.9;202; 0.5; 73.2
356; Salát Coleslaw (firma KENTUCKY FRIED CHICKEN); Salad, Coleslaw, KENTUCKY FRIED CHICKEN; ; 1.00; 6.25; 0.000;539;130; 9.7; ; ; ; ; 9.0; ; ; ; 1.6; 0.9;131; 0.3; 78.8
25; Salát fazolovı, trh; Salad, bean, retail; ; 1.00; 6.25; 0.956;1070;257; 19.4; 1.80; 11.17; 5.37; ; 14.8; ; ; ; 5.7; 1.3;220; 0.6; 58.8
24; Salát hanáckı, trh; Salad, red cabbage, retail; ; 1.00; 6.25; 0.956;564;136; 11.8; 0.94; 6.84; 3.40; ; 5.8; ; ; ; 1.7; 1.5;320; 0.8; 79.3
19; Salát hermelínovı, trh; Salad, with camembert-type cheese, retail; ; 1.00; 6.25; 0.956;1340;325; 31.0; 5.98; 16.39; 6.98; ; 1.4; ; ; ; 10.1; 2.0;461; 0.8; 55.7
73; Salát hlávkovı; Lettuce, raw; Lactuca sativa L.; 0.68; 6.25; 0.800;65;15; 0.2; ; ; ; ; 2.8; 1.4; ; 1.4; 1.3; 0.9;9;0; 94.8
22; Salát holandskı, trh; Salad, Dutch, retail; ; 1.00; 6.25; 0.956;1370;331; 30.6; 5.23; 16.74; 6.69; ; 2.9; ; ; ; 10.9; 2.3;589; 1.5; 53.4
23; Salát islandskı, trh; Salad, Iceland, retail; ; 1.00; 6.25; 0.956;1240;301; 29.8; 2.38; 17.63; 7.69; ; 1.7; ; ; ; 6.6; 2.3;610; 1.5; 59.6
26; Salát jarní, trh; Salad, spring, retail; ; 1.00; 6.25; 0.000;498;120; 9.6; ; ; ; ; 5.5; ; ; ; 2.9; 2.4;448; 1.1; 79.6
18; Salát kemping, trh; Salad, camping, retail; ; 1.00; 6.25; 0.956;826;199; 17.4; 3.22; 9.85; 3.33; ; 5.0; ; ; ; 5.7; 2.1;515; 1.3; 69.8
30; Salát kukuøiènı, trh; Salad, maize, retail; ; 1.00; 6.25; 0.000;423;100; 3.2; ; ; ; ; 15.8; ; ; ; 2.1; 1.2;226; 0.6; 77.7
27; Salát letní, trh; Salad, summer, retail; ; 1.00; 6.25; 0.000;190;45; 1.4; ; ; ; ; 3.2; ; ; ; 4.9; 0.9;103; 0.3; 89.6
29; Salát mrkvovı, trh; Salad, carrot, retail; ; 1.00; 6.25; 0.000;106;25; 0.2; ; ; ; ; 5.0; ; ; ; 0.8; 0.9;44; 0.1; 93.2
17; Salát pochoutkovı, trh; Salad, delicate, retail; ; 1.00; 6.25; 0.956;1020;247; 22.4; 3.80; 12.61; 4.40; ; 5.3; ; ; ; 6.0; 1.9;454; 1.1; 64.4
21; Salát rybí, trh; Salad, fish, retail; ; 1.00; 6.25; 0.956;1190;287; 27.0; 2.47; 15.60; 6.74; ; 5.1; ; ; ; 6.0; 2.0;522; 1.3; 59.9
31; Salát to-fu, trh; Salad, to-fu, retail; ; 1.00; 6.25; 0.000;349;83; 2.0; ; ; ; ; 9.6; ; ; ; 6.6; 2.4;561; 1.4; 79.4
20; Salát vajíèkovı, trh; Salad, egg, retail; ; 1.00; 6.25; 0.956;742;179; 15.7; 2.24; 9.08; 3.37; ; 4.0; ; ; ; 5.5; 1.4;303; 0.8; 73.4
16; Salát vlašskı, trh; Salad, Italian, retail; ; 1.00; 6.25; 0.956;890;215; 17.8; 2.03; 10.13; 4.64; ; 10.5; ; ; ; 3.1; 1.7;312; 0.8; 67.0
28; Salát zelnı, trh; Salad, cabbage, retail; ; 1.00; 6.25; 0.000;374;90; 5.2; ; ; ; ; 9.2; ; ; ; 1.5; 1.4;296; 0.7; 82.7
754; Sardel obecná (Anèovièka); Fish, anchovy, raw; Engraulis encrasicolus; 0.71; 6.25; 0.700;839;201; 13.4; 2.65; 3.21; 1.18;0;0;0;0;0; 20.1; 2.4;81; 0.20; 64.0
755; Sardinka evropská; Fish, sardines, raw; Sardina pilchardus; 0.68; 6.25; 0.700;661;158; 8.9; 2.89; 1.73; 0.71;0;0;0;0;0; 19.5; 1.8;112; 0.28; 68.0
390; Sardinky v oleji; Sardines, canned in oil; ; 0.91; 6.25; 0.940;921;220; 14.0; 2.77; 5.46; 4.73; ;0;0;0;0; 23.7; 3.6;408; 1.0; 58.5
393; Sardinky v rajèatové omáèce; Sardines, canned in tomato sauce; ; 1.00; 6.25; 0.925;679;162; 9.9; 2.80; 2.70; 3.00; ; 1.5; 1.4; 1.4; 0.1; 17.0; 2.1;350; 0.9; 69.5
911; Semena canihua, z merlíku bledého; Canihua, seeds; Chenopodium pallidicaule; 1.00; 6.25; 0.800;1462;349; 8.7; 1.21; 2.01; 3.69;0; 62.4; 41.8; 3.7; 20.6; 15.5; 2.3;12; 0.03; 11.1
616; Semena hoøèice bílé; White mustard seeds; Sinapis alba; 1.00; 6.25; 0.956;1859;448; 28.3; 1.89; 9.73; 4.31;0; 30.9; 10.0; 3.1; 20.9; 28.0; 4.7;1;0; 8.2
951; Semena jetelová; Clover seeds; Trifolium; 1.00; 6.25; 0.800;1289;310; 7.9; 1.42; 1.24; 3.63;0; 43.0; 3.7; 1.2; 39.3; 36.4; 3.9;14; 0.03; 8.8
617; Semena lnìná; Flaxseed (linseed); Linum usitatissimum; 1.00; 6.25; 0.956;2005;484; 33.5; 3.76; 6.97; 21.26;0; 35.6; 12.5;0; 23.1; 21.7; 2.9;41; 0.10; 6.3
974; Semena pískavice, øecké seno; Seeds, Fenugreek; Trigonella foenum-graecum; 1.00; 6.25; 0.800;1181;286; 7.8; 0.90; 1.02; 4.23;0; 55.0; 3.8; 0.2; 51.2; 24.7; 3.6;88; 0.22; 8.9
736; Semena øeøichy; Cress seeds; ; 1.00; 6.25; 0.956;1669;404; 24.1; 3.62; 10.77; 8.42;0; 41.7; 3.8; 3.8; 37.9; 24.1; 5.4;5; 0.01; 7.2
